Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Linseed,2000,Rabi       ,UTTARAKHAND,17.0,5,1413.4,1668.89,4.42,0.186666667
Maize,2000,Kharif     ,UTTARAKHAND,33467.0,48302,1413.4,3285455.39,8701.42,1.337692308
Maize,2000,Rabi       ,UTTARAKHAND,63.0,99,1413.4,6184.71,16.38,1.535
Masoor,2000,Rabi       ,UTTARAKHAND,15290.0,8156,1413.4,1501019.3,3975.4,0.512307692
Moong(Green Gram),2000,Kharif     ,UTTARAKHAND,45.0,16,1413.4,4417.65,11.7,0.393333333
Moong(Green Gram),2000,Rabi       ,UTTARAKHAND,110.0,31,1413.4,10798.7,28.6,0.353333333
Moth,2000,Kharif     ,UTTARAKHAND,44.0,17,1413.4,4319.48,11.44,0.36
Onion,2000,Whole Year ,UTTARAKHAND,1781.0,11027,1413.4,174840.77,463.06,7.395384615
Other  Rabi pulses,2000,Rabi       ,UTTARAKHAND,127.0,54,1413.4,12467.59,33.02,0.39375
Other Cereals,2000,Kharif     ,UTTARAKHAND,5596.0,1587,1413.4,549359.32,1454.96,0.285
Other Cereals,2000,Rabi       ,UTTARAKHAND,1307.0,1323,1413.4,128308.19,339.82,1.028571429
Other Kharif pulses,2000,Kharif     ,UTTARAKHAND,11548.0,6844,1413.4,1133667.16,3002.48,0.593333333
Peas & beans (Pulses),2000,Rabi       ,UTTARAKHAND,3402.0,2598,1413.4,333974.34,884.52,0.681538462
Potato,2000,Kharif     ,UTTARAKHAND,6286.0,138309,1413.4,617096.62,1634.36,21.66555556
Potato,2000,Rabi       ,UTTARAKHAND,6473.0,148125,1413.4,635454.41,1682.98,21.60538462
Ragi,2000,Kharif     ,UTTARAKHAND,127733.0,162286,1413.4,12539548.61,33210.58,1.335454545
Rapeseed &Mustard,2000,Rabi       ,UTTARAKHAND,13406.0,8127,1413.4,1316067.02,3485.56,0.51
Rice,2000,Kharif     ,UTTARAKHAND,285545.0,579074,1413.4,28031952.65,74241.7,1.649230769
Rice,2000,Rabi       ,UTTARAKHAND,3062.0,9578,1413.4,300596.54,796.12,3.125
Sesamum,2000,Kharif     ,UTTARAKHAND,2700.0,442,1413.4,265059.0,702.0,0.166666667
Small millets,2000,Kharif     ,UTTARAKHAND,73164.0,80384,1413.4,7182509.88,19022.64,1.115454545
Small millets,2000,Rabi       ,UTTARAKHAND,2.0,3,1413.4,196.34,0.52,1.5
Soyabean,2000,Kharif     ,UTTARAKHAND,6478.0,4382,1413.4,635945.26,1684.28,0.654545455
Sugarcane,2000,Whole Year ,UTTARAKHAND,116478.0,6831440,1413.4,11434645.26,30284.28,58.175
Sunflower,2000,Kharif     ,UTTARAKHAND,213.0,227,1413.4,20910.21,55.38,1.083333333
Tobacco,2000,Whole Year ,UTTARAKHAND,102.0,713,1413.4,10013.34,26.52,7.142
Turmeric,2000,Whole Year ,UTTARAKHAND,152.0,39,1413.4,14921.84,39.52,2.778
Urad,2000,Kharif     ,UTTARAKHAND,10160.0,4481,1413.4,997407.2,2641.6,0.466153846
Urad,2000,Rabi       ,UTTARAKHAND,1018.0,345,1413.4,99937.06,264.68,0.17
Wheat,2000,Rabi       ,UTTARAKHAND,377340.0,711036,1413.4,37043467.8,98108.4,1.550769231
other oilseeds,2000,Rabi       ,UTTARAKHAND,128.0,88,1413.4,12565.76,33.28,0.572857143
Arhar/Tur,2001,Kharif     ,BIHAR,41954.0,53809,1247.0,4284762.02,10908.04,1.242162162
Bajra,2001,Kharif     ,BIHAR,828.0,598,1247.0,84563.64,215.28,0.73
Banana,2001,Whole Year ,BIHAR,16263.0,355042,1247.0,1660940.19,4228.38,21.29136364
Barley,2001,Rabi       ,BIHAR,21300.0,26709,1247.0,2175369.0,5538.0,1.248181818
Coriander,2001,Whole Year ,BIHAR,2286.0,1326,1247.0,233469.18,594.36,0.574516129
Dry chillies,2001,Whole Year ,BIHAR,3558.0,3550,1247.0,363378.54,925.08,1.001666667
Garlic,2001,Whole Year ,BIHAR,2156.0,3164,1247.0,220192.28,560.56,1.432758621
Ginger,2001,Kharif     ,BIHAR,293.0,407,1247.0,29924.09,76.18,1.32
Gram,2001,Rabi       ,BIHAR,71525.0,67833,1247.0,7304848.25,18596.5,0.8578125
Groundnut,2001,Kharif     ,BIHAR,245.0,137,1247.0,25021.85,63.7,0.577142857
Horse-gram,2001,Kharif     ,BIHAR,14349.0,11520,1247.0,1465463.37,3730.74,0.781904762
Jowar,2001,Kharif     ,BIHAR,4388.0,3712,1247.0,448146.44,1140.88,0.888888889
Jute,2001,Kharif     ,BIHAR,142635.0,953203,1247.0,14567312.55,37085.1,6.347777778
Khesari,2001,Rabi       ,BIHAR,156420.0,127817,1247.0,15975174.6,40669.2,0.748055556
Linseed,2001,Rabi       ,BIHAR,40599.0,28819,1247.0,4146375.87,10555.74,0.72
Maize,2001,Autumn     ,BIHAR,244793.0,396864,1247.0,25000709.09,63646.18,1.768108108
Maize,2001,Rabi       ,BIHAR,187399.0,622294,1247.0,19139059.87,48723.74,2.911818182
Maize,2001,Summer     ,BIHAR,149864.0,388209,1247.0,15305610.32,38964.64,2.469189189
Masoor,2001,Rabi       ,BIHAR,170834.0,140299,1247.0,17447276.42,44416.84,0.768378378
Mesta,2001,Kharif     ,BIHAR,15374.0,99904,1247.0,1570146.62,3997.24,5.899
Moong(Green Gram),2001,Kharif     ,BIHAR,7902.0,4465,1247.0,807031.26,2054.52,0.627777778
Onion,2001,Whole Year ,BIHAR,14083.0,134445,1247.0,1438296.79,3661.58,10.47351351
Other  Rabi pulses,2001,Rabi       ,BIHAR,7142.0,4772,1247.0,729412.46,1856.92,0.708181818
Other Kharif pulses,2001,Kharif     ,BIHAR,1251.0,698,1247.0,127764.63,325.26,0.5835
Peas & beans (Pulses),2001,Rabi       ,BIHAR,26086.0,25671,1247.0,2664163.18,6782.36,0.971176471
Potato,2001,Whole Year ,BIHAR,140783.0,1432119,1247.0,14378167.79,36603.58,10.54486486
Ragi,2001,Kharif     ,BIHAR,19726.0,17318,1247.0,2014616.38,5128.76,0.911428571
Rapeseed &Mustard,2001,Rabi       ,BIHAR,95895.0,78242,1247.0,9793756.35,24932.7,0.862972973
Rice,2001,Autumn     ,BIHAR,2844474.0,4354156,1247.0,290506129.6,739563.24,1.409189189
Rice,2001,Kharif     ,BIHAR,126106.0,243661,1247.0,12879205.78,32787.56,1.792903226
Rice,2001,Summer     ,BIHAR,593959.0,703404,1247.0,60661032.67,154429.34,1.098275862
Safflower,2001,Rabi       ,BIHAR,237.0,181,1247.0,24204.81,61.62,0.718888889
Sesamum,2001,Kharif     ,BIHAR,3297.0,2061,1247.0,336722.61,857.22,0.636
Small millets,2001,Kharif     ,BIHAR,7477.0,5563,1247.0,763626.01,1944.02,0.794444444
Sugarcane,2001,Whole Year ,BIHAR,120754.0,5818262,1247.0,12332606.02,31396.04,44.32352941
Sunflower,2001,Kharif     ,BIHAR,13150.0,16108,1247.0,1343009.5,3419.0,1.238214286
Sweet potato,2001,Whole Year ,BIHAR,4981.0,56979,1247.0,508709.53,1295.06,11.255
Tobacco,2001,Whole Year ,BIHAR,13651.0,15031,1247.0,1394176.63,3549.26,1.207857143
Turmeric,2001,Whole Year ,BIHAR,2918.0,3038,1247.0,298015.34,758.68,1.139166667
Urad,2001,Kharif     ,BIHAR,31963.0,21497,1247.0,3264381.19,8310.38,0.666333333
Wheat,2001,Rabi       ,BIHAR,2181543.0,4499130,1247.0,222800986.6,567201.18,1.977567568
Arhar/Tur,2001,Kharif     ,CHHATTISGARH,50323.0,20180,1550.0,5139487.99,13083.98,0.388125
Bajra,2001,Kharif     ,CHHATTISGARH,80.0,36,1550.0,8170.4,20.8,0.574285714
Bajra,2001,Whole Year ,CHHATTISGARH,282.0,11012,1550.0,28800.66,73.32,37.904
Barley,2001,Rabi       ,CHHATTISGARH,4245.0,3481,1550.0,433541.85,1103.7,0.841428571
Castor seed,2001,Kharif     ,CHHATTISGARH,113.0,31,1550.0,11540.69,29.38,0.232857143
Coriander,2001,Whole Year ,CHHATTISGARH,3618.0,951,1550.0,369506.34,940.68,0.28875
Cotton(lint),2001,Kharif     ,CHHATTISGARH,103.0,72,1550.0,10519.39,26.78,0.795
Dry chillies,2001,Whole Year ,CHHATTISGARH,6909.0,3765,1550.0,705616.17,1796.34,0.540625
Garlic,2001,Whole Year ,CHHATTISGARH,779.0,2203,1550.0,79559.27,202.54,3.026428571
Ginger,2001,Whole Year ,CHHATTISGARH,1797.0,1681,1550.0,183527.61,467.22,1.035384615
Gram,2001,Rabi       ,CHHATTISGARH,169488.0,124574,1550.0,17309809.44,44066.88,0.7325
Groundnut,2001,Kharif     ,CHHATTISGARH,33804.0,41748,1550.0,3452402.52,8789.04,1.31375
Horse-gram,2001,Kharif     ,CHHATTISGARH,57694.0,19650,1550.0,5892288.22,15000.44,0.325625
Jowar,2001,Kharif     ,CHHATTISGARH,9423.0,9169,1550.0,962370.99,2449.98,0.948125
Khesari,2001,Rabi       ,CHHATTISGARH,415808.0,230495,1550.0,42466471.04,108110.08,0.578
Linseed,2001,Rabi       ,CHHATTISGARH,82260.0,22210,1550.0,8401213.8,21387.6,0.272
Maize,2001,Kharif     ,CHHATTISGARH,93820.0,69708,1550.0,9581836.6,24393.2,0.75375
Masoor,2001,Rabi       ,CHHATTISGARH,15946.0,5162,1550.0,1628564.98,4145.96,0.417333333
Mesta,2001,Kharif     ,CHHATTISGARH,1325.0,2778,1550.0,135322.25,344.5,2.1525
Moong(Green Gram),2001,Kharif     ,CHHATTISGARH,9669.0,2887,1550.0,987494.97,2513.94,0.261875
Moong(Green Gram),2001,Rabi       ,CHHATTISGARH,5558.0,1536,1550.0,567638.54,1445.08,0.247333333
Niger seed,2001,Kharif     ,CHHATTISGARH,74559.0,14268,1550.0,7614710.67,19385.34,0.220769231
Onion,2001,Whole Year ,CHHATTISGARH,3836.0,33857,1550.0,391770.68,997.36,8.872
Other  Rabi pulses,2001,Rabi       ,CHHATTISGARH,1024.0,356,1550.0,104581.12,266.24,0.326153846
Other Kharif pulses,2001,Kharif     ,CHHATTISGARH,5754.0,1966,1550.0,587656.02,1496.04,0.352
Peas & beans (Pulses),2001,Rabi       ,CHHATTISGARH,11851.0,4416,1550.0,1210342.63,3081.26,0.329375
Potato,2001,Whole Year ,CHHATTISGARH,9315.0,64152,1550.0,951340.95,2421.9,6.849375
Ragi,2001,Kharif     ,CHHATTISGARH,10860.0,3210,1550.0,1109131.8,2823.6,0.283636364
Rapeseed &Mustard,2001,Rabi       ,CHHATTISGARH,50335.0,18684,1550.0,5140713.55,13087.1,0.346875
Rice,2001,Kharif     ,CHHATTISGARH,3810112.0,5073721,1550.0,389126738.6,990629.12,1.34375
Safflower,2001,Rabi       ,CHHATTISGARH,338.0,84,1550.0,34519.94,87.88,0.24125
Sannhamp,2001,Whole Year ,CHHATTISGARH,1736.0,611,1550.0,177297.68,451.36,0.34875
Sesamum,2001,Kharif     ,CHHATTISGARH,23601.0,5711,1550.0,2410370.13,6136.26,0.246875
Small millets,2001,Kharif     ,CHHATTISGARH,279037.0,69178,1550.0,28498048.81,72549.62,0.239375
Soyabean,2001,Kharif     ,CHHATTISGARH,10622.0,8162,1550.0,1084824.86,2761.72,0.915333333
Sugarcane,2001,Whole Year ,CHHATTISGARH,3476.0,9046,1550.0,355003.88,903.76,2.805714286
Sunflower,2001,Kharif     ,CHHATTISGARH,2885.0,1184,1550.0,294645.05,750.1,0.388571429
Sweet potato,2001,Whole Year ,CHHATTISGARH,2402.0,14001,1550.0,245316.26,624.52,5.834375
Tobacco,2001,Whole Year ,CHHATTISGARH,40.0,22,1550.0,4085.2,10.4,0.6075
Turmeric,2001,Whole Year ,CHHATTISGARH,649.0,591,1550.0,66282.37,168.74,1.075333333
Urad,2001,Kharif     ,CHHATTISGARH,113521.0,34993,1550.0,11593899.73,29515.46,0.319375
Urad,2001,Rabi       ,CHHATTISGARH,5519.0,1334,1550.0,563655.47,1434.94,0.250833333
Wheat,2001,Rabi       ,CHHATTISGARH,97861.0,103480,1550.0,9994543.93,25443.86,1.195
Arhar/Tur,2001,Kharif     ,HIMACHAL PRADESH,1480.0,339,918.1,151152.4,384.8,0.495
Bajra,2001,Kharif     ,HIMACHAL PRADESH,110.0,57,918.1,11234.3,28.6,0.5975
Barley,2001,Rabi       ,HIMACHAL PRADESH,25017.0,34687,918.1,2554986.21,6504.42,1.36
Coriander,2001,Whole Year ,HIMACHAL PRADESH,308.0,105,918.1,31456.04,80.08,1.35125
Cotton(lint),2001,Kharif     ,HIMACHAL PRADESH,20.0,13,918.1,2042.6,5.2,0.8975
Dry chillies,2001,Whole Year ,HIMACHAL PRADESH,1024.0,195,918.1,104581.12,266.24,0.219
Garlic,2001,Whole Year ,HIMACHAL PRADESH,1597.0,1719,918.1,163101.61,415.22,1.018
Ginger,2001,Kharif     ,HIMACHAL PRADESH,2609.0,29012,918.1,266457.17,678.34,10.94888889
Gram,2001,Rabi       ,HIMACHAL PRADESH,1144.0,1004,918.1,116836.72,297.44,0.763
Groundnut,2001,Kharif     ,HIMACHAL PRADESH,129.0,75,918.1,13174.77,33.54,0.508333333
Horse-gram,2001,Kharif     ,HIMACHAL PRADESH,2418.0,967,918.1,246950.34,628.68,0.396
Linseed,2001,Rabi       ,HIMACHAL PRADESH,2272.0,558,918.1,232039.36,590.72,0.38
Maize,2001,Kharif     ,HIMACHAL PRADESH,301282.0,668228,918.1,30769930.66,78333.32,2.463333333
Masoor,2001,Kharif     ,HIMACHAL PRADESH,751.0,278,918.1,76699.63,195.26,0.501666667
Moong(Green Gram),2001,Kharif     ,HIMACHAL PRADESH,94.0,32,918.1,9600.22,24.44,0.498571429
Onion,2001,Whole Year ,HIMACHAL PRADESH,1112.0,11045,918.1,113568.56,289.12,8.397777778
Other  Rabi pulses,2001,Rabi       ,HIMACHAL PRADESH,20.0,12,918.1,2042.6,5.2,0.565
Other Kharif pulses,2001,Kharif     ,HIMACHAL PRADESH,5090.0,2568,918.1,519841.7,1323.4,0.484545455
Peas & beans (Pulses),2001,Kharif     ,HIMACHAL PRADESH,5294.0,11949,918.1,540676.22,1376.44,1.548888889
Potato,2001,Whole Year ,HIMACHAL PRADESH,8480.0,75614,918.1,866062.4,2204.8,8.677272727
Rapeseed &Mustard,2001,Rabi       ,HIMACHAL PRADESH,10387.0,5482,918.1,1060824.31,2700.62,0.638333333
Rice,2001,Kharif     ,HIMACHAL PRADESH,80579.0,137418,918.1,8229533.27,20950.54,1.654545455
Sannhamp,2001,Whole Year ,HIMACHAL PRADESH,38.0,38,918.1,3880.94,9.88,1.0
Sesamum,2001,Kharif     ,HIMACHAL PRADESH,4475.0,2404,918.1,457031.75,1163.5,0.35
Small millets,2001,Kharif     ,HIMACHAL PRADESH,13865.0,8397,918.1,1416032.45,3604.9,0.551111111
Soyabean,2001,Kharif     ,HIMACHAL PRADESH,661.0,725,918.1,67507.93,171.86,1.17625
Sugarcane,2001,Whole Year ,HIMACHAL PRADESH,2635.0,11219,918.1,269112.55,685.1,4.411428571
Sweet potato,2001,Whole Year ,HIMACHAL PRADESH,102.0,0,918.1,10417.26,26.52,0.0
Tobacco,2001,Whole Year ,HIMACHAL PRADESH,23.0,26,918.1,2348.99,5.98,1.05
Turmeric,2001,Whole Year ,HIMACHAL PRADESH,127.0,74,918.1,12970.51,33.02,0.59625
Urad,2001,Kharif     ,HIMACHAL PRADESH,13268.0,5393,918.1,1355060.84,3449.68,0.476363636
Wheat,2001,Rabi       ,HIMACHAL PRADESH,366518.0,637068,918.1,37432483.34,95294.68,1.72
Arhar/Tur,2001,Kharif     ,PUNJAB,9200.0,7900,479.3,939596.0,2392.0,0.913333333
Barley,2001,Rabi       ,PUNJAB,23000.0,78000,479.3,2348990.0,5980.0,3.26
Cotton(lint),2001,Kharif     ,PUNJAB,607000.0,1307000,479.3,61992910.0,157820.0,1.896363636
Gram,2001,Rabi       ,PUNJAB,7100.0,6200,479.3,725123.0,1846.0,0.92
Groundnut,2001,Kharif     ,PUNJAB,400.0,400,479.3,40852.0,104.0,1.0
Linseed,2001,Rabi       ,PUNJAB,300.0,300,479.3,30639.0,78.0,1.0
Maize,2001,Kharif     ,PUNJAB,165000.0,449000,479.3,16851450.0,42900.0,2.7625
Masoor,2001,Rabi       ,PUNJAB,4300.0,3000,479.3,439159.0,1118.0,0.7675
Moong(Green Gram),2001,Kharif     ,PUNJAB,23000.0,11000,479.3,2348990.0,5980.0,0.562307692
Moth,2001,Kharif     ,PUNJAB,300.0,300,479.3,30639.0,78.0,1.0
Rapeseed &Mustard,2001,Rabi       ,PUNJAB,5000.0,6500,479.3,510650.0,1300.0,1.262941176
Rice,2001,Kharif     ,PUNJAB,2487000.0,8816000,479.3,253997310.0,646620.0,3.517058824
Sesamum,2001,Kharif     ,PUNJAB,20500.0,8000,479.3,2093665.0,5330.0,0.509285714
Sugarcane,2001,Whole Year ,PUNJAB,142000.0,9250000,479.3,14502460.0,36920.0,67.87176471
Wheat,2001,Rabi       ,PUNJAB,3420000.0,15499000,479.3,349284600.0,889200.0,4.487058824
Arhar/Tur,2001,Kharif     ,TAMIL NADU,63613.0,41420,481.3,6496795.69,16539.38,0.623333333
Bajra,2001,Kharif     ,TAMIL NADU,125093.0,152971,481.3,12775748.09,32524.18,1.3948
Cotton(lint),2001,Kharif     ,TAMIL NADU,164169.0,229732,481.3,16766579.97,42683.94,1.450740741
Groundnut,2001,Kharif     ,TAMIL NADU,662982.0,1249630,481.3,67710351.66,172375.32,1.857142857
Jowar,2001,Kharif     ,TAMIL NADU,317233.0,274842,481.3,32399006.29,82480.58,1.009583333
Moong(Green Gram),2001,Kharif     ,TAMIL NADU,128995.0,53470,481.3,13174259.35,33538.7,0.415925926
Ragi,2001,Kharif     ,TAMIL NADU,124958.0,235311,481.3,12761960.54,32489.08,2.208076923
Rice,2001,Kharif     ,TAMIL NADU,2059878.0,6583630,481.3,210375340.1,535568.28,3.532857143
Sesamum,2001,Kharif     ,TAMIL NADU,83848.0,45991,481.3,8563396.24,21800.48,0.518148148
Sugarcane,2001,Whole Year ,TAMIL NADU,321173.0,32614900,481.3,32801398.49,83504.98,102.0107407
Sunflower,2001,Kharif     ,TAMIL NADU,6607.0,8530,481.3,674772.91,1717.82,1.323
Urad,2001,Kharif     ,TAMIL NADU,266123.0,104320,481.3,27179141.99,69191.98,0.441481481
Arhar/Tur,2001,Kharif     ,UTTARAKHAND,1934.0,1053,1541.3,197519.42,502.84,0.62125
Bajra,2001,Kharif     ,UTTARAKHAND,44.0,57,1541.3,4493.72,11.44,1.295
Barley,2001,Rabi       ,UTTARAKHAND,22875.0,25590,1541.3,2336223.75,5947.5,1.215384615
Garlic,2001,Whole Year ,UTTARAKHAND,2063.0,16832,1541.3,210694.19,536.38,5.50952381
Gram,2001,Rabi       ,UTTARAKHAND,1259.0,868,1541.3,128581.67,327.34,0.594166667
Groundnut,2001,Kharif     ,UTTARAKHAND,1136.0,1014,1541.3,116019.68,295.36,0.895
Horse-gram,2001,Kharif     ,UTTARAKHAND,7781.0,3437,1541.3,794673.53,2023.06,0.476666667
Linseed,2001,Rabi       ,UTTARAKHAND,15.0,6,1541.3,1531.95,3.9,0.306666667
Maize,2001,Kharif     ,UTTARAKHAND,32938.0,40682,1541.3,3363957.94,8563.88,1.185384615
Maize,2001,Rabi       ,UTTARAKHAND,125.0,183,1541.3,12766.25,32.5,1.1
Masoor,2001,Rabi       ,UTTARAKHAND,14649.0,7651,1541.3,1496102.37,3808.74,0.506153846
Moong(Green Gram),2001,Kharif     ,UTTARAKHAND,67.0,32,1541.3,6842.71,17.42,0.3425
Moong(Green Gram),2001,Rabi       ,UTTARAKHAND,59.0,16,1541.3,6025.67,15.34,0.286666667
Moth,2001,Kharif     ,UTTARAKHAND,11.0,4,1541.3,1123.43,2.86,0.34
Onion,2001,Whole Year ,UTTARAKHAND,1642.0,8089,1541.3,167697.46,426.92,6.451538462
Other  Rabi pulses,2001,Rabi       ,UTTARAKHAND,211.0,93,1541.3,21549.43,54.86,0.3875
Other Cereals,2001,Kharif     ,UTTARAKHAND,7411.0,2004,1541.3,756885.43,1926.86,0.283636364
Other Cereals,2001,Rabi       ,UTTARAKHAND,1213.0,1383,1541.3,123883.69,315.38,1.106666667
Other Kharif pulses,2001,Kharif     ,UTTARAKHAND,11054.0,6408,1541.3,1128945.02,2874.04,0.58
Peas & beans (Pulses),2001,Rabi       ,UTTARAKHAND,3251.0,2370,1541.3,332024.63,845.26,0.655833333
Potato,2001,Kharif     ,UTTARAKHAND,7761.0,155501,1541.3,792630.93,2017.86,19.90111111
Potato,2001,Rabi       ,UTTARAKHAND,5739.0,121724,1541.3,586124.07,1492.14,20.00692308
Ragi,2001,Kharif     ,UTTARAKHAND,131779.0,161963,1541.3,13458589.27,34262.54,1.324545455
Rapeseed &Mustard,2001,Rabi       ,UTTARAKHAND,11795.0,7557,1541.3,1204623.35,3066.7,0.521538462
Rice,2001,Kharif     ,UTTARAKHAND,280816.0,567662,1541.3,28679738.08,73012.16,1.608461538
Rice,2001,Rabi       ,UTTARAKHAND,3761.0,11855,1541.3,384110.93,977.86,2.2625
Sesamum,2001,Kharif     ,UTTARAKHAND,2327.0,400,1541.3,237656.51,605.02,0.180769231
Small millets,2001,Kharif     ,UTTARAKHAND,74526.0,83951,1541.3,7611340.38,19376.76,1.126363636
Small millets,2001,Rabi       ,UTTARAKHAND,1.0,1,1541.3,102.13,0.26,1.0
Soyabean,2001,Kharif     ,UTTARAKHAND,9688.0,6176,1541.3,989435.44,2518.88,0.599166667
Sugarcane,2001,Whole Year ,UTTARAKHAND,118637.0,6958951,1541.3,12116396.81,30845.62,58.175
Sunflower,2001,Kharif     ,UTTARAKHAND,47.0,46,1541.3,4800.11,12.22,0.666666667
Tobacco,2001,Whole Year ,UTTARAKHAND,126.0,907,1541.3,12868.38,32.76,7.226666667
Turmeric,2001,Whole Year ,UTTARAKHAND,45.0,97,1541.3,4595.85,11.7,1.922
Urad,2001,Kharif     ,UTTARAKHAND,10685.0,6660,1541.3,1091259.05,2778.1,0.592307692
Urad,2001,Rabi       ,UTTARAKHAND,992.0,370,1541.3,101312.96,257.92,0.123333333
Wheat,2001,Rabi       ,UTTARAKHAND,375967.0,721618,1541.3,38397509.71,97751.42,1.616153846
other oilseeds,2001,Rabi       ,UTTARAKHAND,238.0,126,1541.3,24306.94,61.88,0.465555556
Arhar/Tur,2002,Kharif     ,BIHAR,37680.0,42966,1105.8,3567165.6,9420.0,1.169189189
Bajra,2002,Kharif     ,BIHAR,1018.0,1048,1105.8,96374.06,254.5,1.009285714
Banana,2002,Whole Year ,BIHAR,17307.0,340338,1105.8,1638453.69,4326.75,22.17956522
Barley,2002,Rabi       ,BIHAR,20427.0,23432,1105.8,1933824.09,5106.75,1.154285714
Castor seed,2002,Kharif     ,BIHAR,316.0,312,1105.8,29915.72,79.0,0.992857143
Coriander,2002,Whole Year ,BIHAR,2190.0,1426,1105.8,207327.3,547.5,0.661333333
Dry chillies,2002,Whole Year ,BIHAR,3420.0,2301,1105.8,323771.4,855.0,0.682580645
Garlic,2002,Whole Year ,BIHAR,2221.0,3280,1105.8,210262.07,555.25,1.445625
Ginger,2002,Whole Year ,BIHAR,394.0,584,1105.8,37299.98,98.5,1.380666667
Gram,2002,Rabi       ,BIHAR,71361.0,72057,1105.8,6755745.87,17840.25,0.883636364
Groundnut,2002,Kharif     ,BIHAR,371.0,183,1105.8,35122.57,92.75,0.491428571
Horse-gram,2002,Kharif     ,BIHAR,13093.0,10420,1105.8,1239514.31,3273.25,0.790909091
Jowar,2002,Kharif     ,BIHAR,4402.0,4446,1105.8,416737.34,1100.5,1.021
Jute,2002,Kharif     ,BIHAR,147796.0,973546,1105.8,13991847.32,36949.0,6.593076923
Khesari,2002,Rabi       ,BIHAR,140712.0,112666,1105.8,13321205.04,35178.0,0.722571429
Linseed,2002,Rabi       ,BIHAR,29156.0,22161,1105.8,2760198.52,7289.0,0.748
Maize,2002,Autumn     ,BIHAR,255035.0,428182,1105.8,24144163.45,63758.75,1.757567568
Maize,2002,Rabi       ,BIHAR,187707.0,520263,1105.8,17770221.69,46926.75,2.553513514
Maize,2002,Summer     ,BIHAR,160863.0,432637,1105.8,15228900.21,40215.75,2.609459459
Masoor,2002,Rabi       ,BIHAR,179581.0,156613,1105.8,17000933.27,44895.25,0.712432432
Mesta,2002,Kharif     ,BIHAR,20026.0,120281,1105.8,1895861.42,5006.5,5.776190476
Moong(Green Gram),2002,Kharif     ,BIHAR,10659.0,5746,1105.8,1009087.53,2664.75,0.471212121
Moong(Green Gram),2002,Summer     ,BIHAR,185137.0,112835,1105.8,17526919.79,46284.25,0.586
Onion,2002,Whole Year ,BIHAR,13589.0,116759,1105.8,1286470.63,3397.25,8.524054054
Other  Rabi pulses,2002,Rabi       ,BIHAR,3522.0,2511,1105.8,333427.74,880.5,0.759
Other Kharif pulses,2002,Kharif     ,BIHAR,5913.0,3268,1105.8,559783.71,1478.25,0.575294118
Peas & beans (Pulses),2002,Rabi       ,BIHAR,23295.0,20805,1105.8,2205337.65,5823.75,0.896285714
Potato,2002,Whole Year ,BIHAR,147819.0,1476602,1105.8,13994024.73,36954.75,10.27135135
Ragi,2002,Kharif     ,BIHAR,20695.0,14237,1105.8,1959195.65,5173.75,0.736206897
Rapeseed &Mustard,2002,Rabi       ,BIHAR,90072.0,62026,1105.8,8527116.24,22518.0,0.699189189
Rice,2002,Autumn     ,BIHAR,583274.0,682933,1105.8,55218549.58,145818.5,1.060714286
Rice,2002,Summer     ,BIHAR,120354.0,197607,1105.8,11393913.18,30088.5,1.625517241
Rice,2002,Winter     ,BIHAR,2881073.0,4205026,1105.8,272751180.9,720268.25,1.345945946
Safflower,2002,Rabi       ,BIHAR,162.0,132,1105.8,15336.54,40.5,0.82
Sannhamp,2002,Whole Year ,BIHAR,4235.0,3012,1105.8,400927.45,1058.75,0.726666667
Sesamum,2002,Kharif     ,BIHAR,3785.0,2727,1105.8,358325.95,946.25,0.676296296
Small millets,2002,Kharif     ,BIHAR,6522.0,4939,1105.8,617437.74,1630.5,0.764137931
Sugarcane,2002,Whole Year ,BIHAR,107270.0,4520510,1105.8,10155250.9,26817.5,39.25787879
Sunflower,2002,Kharif     ,BIHAR,13359.0,17393,1105.8,1264696.53,3339.75,1.258148148
Sweet potato,2002,Whole Year ,BIHAR,5000.0,66772,1105.8,473350.0,1250.0,12.524
Tobacco,2002,Whole Year ,BIHAR,14952.0,16805,1105.8,1415505.84,3738.0,1.124166667
Turmeric,2002,Whole Year ,BIHAR,2927.0,2893,1105.8,277099.09,731.75,0.993809524
Urad,2002,Kharif     ,BIHAR,25116.0,18601,1105.8,2377731.72,6279.0,0.751612903
Wheat,2002,Rabi       ,BIHAR,2130933.0,4040610,1105.8,201735427.1,532733.25,1.844054054
Arhar/Tur,2002,Kharif     ,CHHATTISGARH,55718.0,24126,1001.4,5274823.06,13929.5,0.398125
Bajra,2002,Kharif     ,CHHATTISGARH,66.0,26,1001.4,6248.22,16.5,0.51
Bajra,2002,Whole Year ,CHHATTISGARH,256.0,10088,1001.4,24235.52,64.0,37.202
Barley,2002,Rabi       ,CHHATTISGARH,4017.0,3145,1001.4,380289.39,1004.25,0.606666667
Castor seed,2002,Kharif     ,CHHATTISGARH,74.0,21,1001.4,7005.58,18.5,0.23125
Coriander,2002,Whole Year ,CHHATTISGARH,3755.0,969,1001.4,355485.85,938.75,0.244285714
Cotton(lint),2002,Kharif     ,CHHATTISGARH,90.0,75,1001.4,8520.3,22.5,1.276
Dry chillies,2002,Whole Year ,CHHATTISGARH,6450.0,5687,1001.4,610621.5,1612.5,0.856875
